id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
602,Tanks,T-80BVM,Destroyed,Russia,2022-02-24,"Kharkiv, Kharkiv raion","50.0549042,36.3615697",71st Guards Motor Rifle Division (ex-200th Brigade),"Turretless, Mine plow/roller"
954,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,2022-02-24,"Kharkiv, Kharkiv raion","50.054933,36.360974",68th Motor Rifle Division (ex-25th Brigade),
1039,Anti-aircraft systems,MT-LB(V) with ZU-23 AA gun,Destroyed,Russia,2022-02-24,"Preobrazhenka, Skadovsk raion","46.191390,33.653860",,"Z, ⧸"
1367,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2022-02-24,"Rivnopillia, Chernihiv raion","51.6151,31.22244",74th Separate Guards Motor Rifle Brigade,"Turretless, O"
1590,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-02-24,"Shchastia, Shchastia raion","48.741018,39.229218",,Z
2251,Infantry mobility vehicles,KamAZ-63968 'Typhoon-K',Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.312451,34.864655",96th Separate Reconnaissance Brigade,
2272,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,2022-02-24,"Alisivka, Kharkiv raion","50.270580,36.285770",,
2273,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,2022-02-24,"Rivnopillia, Chernihiv raion","51.6164,31.22163",74th Separate Guards Motor Rifle Brigade,Flipped
2274,Engineering,MTP-A2.1 recovery vehicle,Destroyed,Russia,2022-02-24,"Rivnopillia, Chernihiv raion","51.6164,31.22163",74th Separate Guards Motor Rifle Brigade,
2374,Infantry mobility vehicles,Iveco LMV,Captured,Russia,2022-02-24,"Chernechchyna, Okhtyrka raion","50.31875,34.782028",96th Separate Reconnaissance Brigade,
2401,"Command posts, communication",R-149MA1 command and staff vehicle,Captured,Russia,2022-02-24,Kharkiv oblast,,,"Z, ☐"
2427,"Command posts, communication",MSh-5350.1 command vehicle,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.312331,34.865166",96th Separate Reconnaissance Brigade,"KUNG, Additional armour"
2545,Engineering,TMM-3 bridge layer,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.29496,34.88862",423rd Motor Rifle Regiment,
2612,Engineering,EOV-3523 (KamAZ 6x6) excavator,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.29504,34.88867",423rd Motor Rifle Regiment,
2628,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-02-24,"Konotop, Konotop raion","51.25051664748468,33.22266558103727",,"O, Damaged"
2852,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.093500,36.263194",71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐"
2863,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.095162,36.265003",71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐"
2902,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-02-24,"Lisne, Kharkiv raion","50.093798,36.263415",71st Guards Motor Rifle Division (ex-200th Brigade),"Z, Damaged, ☐"
3023,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Destroyed,Russia,2022-02-24,"Preobrazhenka, Skadovsk raion","46.191417,33.653917",,Z
3084,Airplanes,An-26 transport aircraft,Destroyed,Russia,2022-02-24,"Uryv-Pokrovka, Ostrogozhsk raion","51.0986,39.14532",30th Separate Transport Mixed Aviation Regiment,Shattered
3098,Helicopters,Mi-24P attack helicopter,Destroyed,Russia,2022-02-24,"Vyshhorod, Vyshhorod raion","50.610377,30.514823",17th Guards Army Aviation Brigade,"Shattered, Underwater"
3104,Helicopters,Mi-24VM (Mi-35M) attack helicopter,Destroyed,Russia,2022-02-24,Kyiv oblast,,16th Army Aviation Brigade,"Shattered, V, Underwater"
3125,Helicopters,Ka-52 'Alligator' attack helicopter,Destroyed,Russia,2022-02-24,"Hostomel, Bucha raion","50.59318,30.21376",319th Separate Helicopter Regiment,Shattered
3128,Helicopters,Ka-52 'Alligator' attack helicopter,Captured,Russia,2022-02-24,"Hostomel, Bucha raion","50.57404,30.19306",18th Army Aviation Brigade,"V, Damaged"
3469,Transport,Ural-4320,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion",,423rd Motor Rifle Regiment,
3670,"Command posts, communication",AShT-4310 topographic command and staff vehicle,Destroyed,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.31167,34.93246",,KUNG
3827,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.094139,36.263593",71st Guards Motor Rifle Division (ex-200th Brigade),Shattered
3880,Anti-aircraft systems,KamAZ 6x6 with ZU-23 AA gun,Captured,Russia,2022-02-24,"Kharkiv, Kharkiv raion","50.054355,36.360811",Rosgvardiya,"Z, ☐"
3901,Transport,KamAZ 6x6,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.31153,34.93544",4th Guards Tank Division,
3948,"Command posts, communication",SA-14RM/SM encryption command post,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.312333,34.915306",96th Separate Reconnaissance Brigade,"KUNG, Additional armour"
4290,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.094313,36.263719",71st Guards Motor Rifle Division (ex-200th Brigade),Shattered
6078,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Damaged,Russia,2022-02-24,"Kharkiv, Kharkiv raion",,,"Z, ☐"
6082,Engineering,IMR-2(M) combat engineering vehicle,Destroyed,Russia,2022-02-24,"Snovsk, Koriukivka raion","51.80490,31.96390",,
6336,Infantry mobility vehicles,UAZ-394511 'Esaul',Destroyed,Russia,2022-02-24,Kyiv oblast,,Rosgvardiya,
6600,Transport,KamAZ 6x6,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.31168090503014,34.935600304335054",27th Separate Guards Motor Rifle Brigade,"O, Damaged"
6910,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,2022-02-24,"Kharkiv, Kharkiv raion","50.054334,36.360510",68th Motor Rifle Division (ex-25th Brigade),"Z, ☐"
6911,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,2022-02-24,"Kharkiv, Kharkiv raion","50.054143,36.360185",68th Motor Rifle Division (ex-25th Brigade),"Z, ☐"
7095,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.094211,36.263659",71st Guards Motor Rifle Division (ex-200th Brigade),Shattered
7407,"Command posts, communication",R-149MA1 command and staff vehicle,Destroyed,Russia,2022-02-24,"Liubymivka, Kakhovka raion","46.780108183536385,33.58799011497186",,
12206,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,2022-02-24,Kharkiv oblast,,,"Z, ☐"
12716,Transport,Ural-4320,Destroyed,Russia,2022-02-24,"Ivankiv, Vyshhorod raion","50.9277,29.8728",,V
28309,Transport,Ural-4320,Destroyed,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.308893,34.879350",,
29241,Engineering,KMV-10V crane,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.311056,34.944889",,
38505,Infantry fighting vehicles,MT-LB(V) with hydraulic dozer blade,Captured,Russia,2022-02-24,"Soldatske, Okhtyrka raion","50.419978,35.206466",13th Guards Tank Regiment,
42827,Engineering,BAT-2(M) heavy engineering vehicle,Captured,Russia,2022-02-24,"Tarasivka, Okhtyrka raion","50.463693,35.292062",12th Guards Tank Regiment,
217,Tanks,T-72B Obr. 1989,Destroyed,Russia,2022-02-25,"Polubotky, Chernihiv raion","51.57414,31.24478",,Turretless
312,Tanks,T-72B Obr. 1989,Damaged,Russia,2022-02-25,"Tokmak, Polohy raion","47.262945,35.710239",,Cope cage
365,Tanks,T-72B3,Captured,Russia,2022-02-25,"Polubotky, Chernihiv raion","51.57423,31.24443",74th Separate Guards Motor Rifle Brigade,"O, Damaged"
486,Tanks,T-80BV,Destroyed,Russia,2022-02-25,"Trostianets, Okhtyrka raion","50.45074,34.95249",423rd Motor Rifle Regiment,Turretless
857,Infantry fighting vehicles,MT-LB(V) with hydraulic dozer blade,Destroyed,Russia,2022-02-25,"Konotop, Konotop raion","51.268058,33.173111",,O
1054,"Command posts, communication",R-149BMRg command and staff vehicle,Destroyed,Russia,2022-02-25,"Konotop, Konotop raion","51.24935554119352,33.22148118650365",,O
1373,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87338,31.57528",,Turretless
2186,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2022-02-25,"Dymer, Vyshhorod raion","50.78576,30.27426",VDV (Russian Airborne Forces),V
2189,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2022-02-25,"Antonivka, Kherson raion","46.67729,32.71768",11th Separate Guards Air Assault Brigade,⧸
2190,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2022-02-25,"Antonivka, Kherson raion","46.677387,32.717733",11th Separate Guards Air Assault Brigade,
2322,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Captured,Russia,2022-02-25,"Rivnopillia, Chernihiv raion","51.614216,31.222922",74th Separate Guards Motor Rifle Brigade,O
2454,"Command posts, communication",R-419L1 communications station,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.8736,31.57545",,KUNG
2476,Engineering,BAT-2(M) heavy engineering vehicle,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87357,31.57507",,
2490,Engineering,BREM-1(M) armoured recovery vehicle,Captured,Russia,2022-02-25,"Tarasivka, Okhtyrka raion","50.463533,35.291867",12th Guards Tank Regiment,
2527,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87294,31.57418",,O
2528,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87295,31.57404",,
2534,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87284,31.57396",,
2535,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87289,31.57392",,O
2543,Engineering,TMM-3 bridge layer,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87329,31.57544",,O
2565,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87281,31.57352",,
2609,Engineering,EOV-3523 (KamAZ 6x6) excavator,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87354,31.57524",,Shattered
2616,Engineering,KS-45719-7M crane,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.8735,31.5751",,O
2702,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2022-02-25,"Radensk, Kherson raion","46.591944,32.881423",,
2703,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.591412,32.882560",,
2704,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.592235,32.880839",,
2717,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2022-02-25,"Radensk, Kherson raion",,,
2967,Anti-aircraft systems,2S6M combat vehicle (for 2K22M 'Tunguska-M'),Captured,Russia,2022-02-25,"Rohan, Kharkiv raion","49.916748722134784,36.4752221008667",69th Guards Motor Rifle Division (ex-138th Brigade),Z
3054,Airplanes,Su-25SM close air support aircraft,Destroyed,Russia,2022-02-25,"Vyshehrad, Bucha raion","50.4600328,29.925852",18th Guards Assault Aviation Regiment,Shattered
3068,Airplanes,Su-30SM multirole aircraft,Destroyed,Russia,2022-02-25,"Millerovo airbase, Millerovo raion","48.9523,40.30617",31st Guards Fighter Aviation Regiment,
3109,Helicopters,Mi-28N attack helicopter,Destroyed,Russia,2022-02-25,"Blystavytsia, Bucha raion","50.59786,30.19049",39th Separate Helicopter Regiment,Shattered
3126,Helicopters,Ka-52 'Alligator' attack helicopter,Destroyed,Russia,2022-02-25,"Ozera, Bucha raion","50.616142,30.194745",18th Army Aviation Brigade,Shattered
3258,Transport,9T452 transloader (for 9K57 'Uragan'),Destroyed,Russia,2022-02-25,"Trostianets, Okhtyrka raion","50.49925,34.97066",4th Guards Tank Division,
3289,Transport,Ural-4320,Destroyed,Russia,2022-02-25,"Sumy, Sumy raion","50.88194,34.78467",,KUNG
3290,Transport,Ural-4320 fuel tanker,Destroyed,Russia,2022-02-25,"Sumy, Sumy raion","50.88214,34.78471",Moskva (ex-Western) Military District,
3671,"Command posts, communication",R-142NSA command and signals vehicle,Destroyed,Russia,2022-02-25,"Hostomel, Bucha raion","50.553151,30.283151",,KUNG
3672,Transport,KamAZ Avtozaks,Destroyed,Russia,2022-02-25,"Hostomel, Bucha raion","50.553175,30.283497",Rosgvardiya,
3676,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-25,"Sumy, Sumy raion","50.88174,34.7845",,KUNG
3714,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.8728,31.57384",,
3715,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87286,31.57374",,Shattered
3954,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,2022-02-25,"Sumy, Sumy raion","50.88231,34.78467",Moskva (ex-Western) Military District,
4036,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.591897,32.881547",,
4037,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.591835,32.881744",Southern Military District,Z
4039,Transport,KamAZ-63501AT 'Medved' artillery tractor,Damaged,Russia,2022-02-25,"Radensk, Kherson raion","46.591750,32.882000",,Z
4040,Transport,KamAZ-63501AT 'Medved' artillery tractor,Damaged,Russia,2022-02-25,"Radensk, Kherson raion","46.591611,32.882222",Southern Military District,Z
5639,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.869744,31.559906",,
7548,Engineering,KS-45719-7M crane,Destroyed,Russia,2022-02-25,"Kalynivka (Talalaivka hromada), Nizhyn raion","50.896997,32.060593",,
8557,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2022-02-25,"Zaozerne, Kakhovka raion","46.587708,33.975380",,Z
13346,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2022-02-25,"Zaozerne, Kakhovka raion","46.587590,33.975739",,Turretless
14197,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.592182,32.880949",,
14200,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.590280,32.885069",,Z
33225,Transport,Ural-4320 fuel tanker,Captured,Russia,2022-02-25,"Rykun, Vyshhorod raion","50.787843,30.256498",55th Guards Naval Infantry Division (ex-155th Brigade),"V, Improvised"
54,Tanks,T-72B(1),Destroyed,Russia,2022-02-26,"Metolchyne, Siverskodonetsk raion","48.936789,38.600982",,Z
140,Tanks,T-72B(1),Damaged,Russia,2022-02-26,Chernihiv oblast,,,"Cope cage, Flipped, Underwater"
194,Tanks,T-72B1K,Destroyed,Russia,2022-02-26,"Chernihiv, Chernihiv raion","51.52994715495494,31.317462261268542",35th Separate Guards Motor Rifle Brigade,"Turretless, O, Cope cage"
233,Tanks,T-72B Obr. 1989,Captured,Russia,2022-02-26,"Chernihiv, Chernihiv raion","51.52802,31.3362",35th Separate Guards Motor Rifle Brigade,O
565,Tanks,T-80U,Captured,Russia,2022-02-26,"Pedorychi, Myrhorod raion","50.413412,34.288066",4th Guards Tank Division,
596,Tanks,T-80UE-1,Captured,Russia,2022-02-26,"Trostianets, Okhtyrka raion","50.47681882595542,34.92351389461564",4th Guards Tank Division,"O, Damaged"
824,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,2022-02-26,"Rykove, Henichesk raion",,,Turretless
990,Infantry fighting vehicles,MT-LBVM(K),Captured,Russia,2022-02-26,"Kharkiv raion, Kharkiv oblast",,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐"
991,Infantry fighting vehicles,MT-LBVM(K),Captured,Russia,2022-02-26,"Kharkiv, Kharkiv raion","49.92860206067584,36.44745673693705",69th Guards Motor Rifle Division (ex-138th Brigade),"Z, ☐"
1069,"Command posts, communication",1V14(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),Captured,Russia,2022-02-26,"Tokari (Bezdryk hromada), Sumy raion","50.91855,34.9073",27th Separate Guards Motor Rifle Brigade,
1087,Anti-aircraft systems,2S1 'Gvozdika' with ZU-23 AA gun,Captured,Russia,2022-02-26,Luhansk oblast,,,
1340,Infantry fighting vehicles,BMP-1(P),Captured,Russia,2022-02-26,"Chernihiv, Chernihiv raion","51.52953,31.33668",35th Separate Guards Motor Rifle Brigade,O
1581,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-02-26,"Yaseny, Sumy raion","50.85205,34.67786",15th Guards Motor Rifle Regiment,PL-1
1591,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-02-26,South Ukraine,,,Z
1592,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-02-26,,,,
1801,Infantry fighting vehicles,BMD-2,Destroyed,Russia,2022-02-26,"Bucha, Bucha raion","50.54355,30.22694",VDV (Russian Airborne Forces),"Turretless, Shattered, V"
1911,Infantry fighting vehicles,BMD-4M,Destroyed,Russia,2022-02-26,Kherson oblast,,VDV (Russian Airborne Forces),"Turretless, Shattered, Z"
1959,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2022-02-26,"Kosivshchyna, Sumy raion","50.91033,34.71274",27th Separate Guards Motor Rifle Brigade,"Turretless, Shattered"
2125,Infantry fighting vehicles,BTR-70M,Destroyed,Russia,2022-02-26,"Mykhailivka, Kharkiv raion","50.059290,36.52392",,
2215,"Command posts, communication",BMD-1KSh-A command and staff vehicle,Captured,Russia,2022-02-26,"Tokarivka, Kherson raion","46.748778,32.964972",VDV (Russian Airborne Forces),Z
2275,Infantry mobility vehicles,AMN-233114 'Tigr-M' with 'Arbalet-DM',Destroyed,Russia,2022-02-26,"Solontsi, Kherson raion","46.55257,32.66277",,
2277,Infantry mobility vehicles,GAZ-233036 SPM-2 'Tigr',Destroyed,Russia,2022-02-26,"Mykhailivka, Kharkiv raion","50.05902,36.5232",Rosgvardiya,"Z, ☐"
2453,"Command posts, communication",R-166-0.5 'Artek' radio station based on BTR-80,Captured,Russia,2022-02-26,"Chernihiv, Chernihiv raion","51.52927,31.33677",35th Separate Guards Motor Rifle Brigade,O
2458,"Command posts, communication",MPUS-K mobile command post,Destroyed,Russia,2022-02-26,"Tovstolis, Chernihiv raion","51.583172,31.363260",,KUNG
2500,Engineering,BREM-K armoured recovery vehicle,Captured,Russia,2022-02-26,"Tokari (Bezdryk hromada), Sumy raion","50.91313,34.90297",27th Separate Guards Motor Rifle Brigade,
2532,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,2022-02-26,"Kudriave, Kakhovka raion","46.51144,33.49601",,
2540,Engineering,TMM-3 bridge layer,Captured,Russia,2022-02-26,"Vorozhba (Lebedyn hromada), Sumy raion","50.708374,34.641816",15th Guards Motor Rifle Regiment,Damaged
2557,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,2022-02-26,"Chorna Dolyna, Kakhovka raion","46.554756,33.488056",,⧸
2558,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,2022-02-26,"Bohdanivka, Kakhovka raion","46.555306,33.488098",,
2559,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,2022-02-26,"Bohdanivka, Kakhovka raion","46.555465,33.488089",,⧸
2904,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-02-26,"Prudianka, Kharkiv raion","50.231908,36.167036",71st Guards Motor Rifle Division (ex-200th Brigade),
2906,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-02-26,"Prudianka, Kharkiv raion","50.231944,36.167231",71st Guards Motor Rifle Division (ex-200th Brigade),
2991,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),Damaged,Russia,2022-02-26,Belgorod oblast,,,
3101,Helicopters,Mi-24VM (Mi-35M) attack helicopter,Destroyed,Russia,2022-02-26,"Sahy, Kherson raion","46.61394,32.79483",,"Shattered, Flipped"
3236,"Command posts, communication",1V110 'Beryoza' artillery command vehicle (for 1V17 'Mashina-B' fire control system),Destroyed,Russia,2022-02-26,"Prudianka, Kharkiv raion","50.231866,36.166542",71st Guards Motor Rifle Division (ex-200th Brigade),KUNG
3278,Transport,GAZ-3308 'Sadko',Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05844,36.52182",,
3279,Transport,GAZ-3308 'Sadko',Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05839,36.52179",Rosgvardiya,"Z, ☐"
3280,Transport,GAZ-3308 'Sadko',Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05343,36.50936",,Z
3282,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05812,36.52114",,KUNG
3470,Engineering,MTO-AM1 maintenance vehicle,Captured,Russia,2022-02-26,"Sumy, Sumy raion","50.94401,34.77815",,"Z, ☐, KUNG"
3527,Transport,Ural-4320 fuel tanker,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05857,36.5222",,Flipped
3556,Transport,Ural-4320 fuel tanker,Destroyed,Russia,2022-02-26,"Dymer, Vyshhorod raion","50.78747,30.31505",55th Guards Naval Infantry Division (ex-155th Brigade),"V, Improvised"
3618,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Captured,Russia,2022-02-26,"Kharkiv raion, Kharkiv oblast",,,"Z, ☐"
3619,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Captured,Russia,2022-02-26,"Kharkiv raion, Kharkiv oblast",,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐"
3637,Transport,'Federal-42591',Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05774,36.51997",Rosgvardiya,"Z, ☐"
3644,Transport,Ural-4320 'Zvezda-V',Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.058,36.52058",Rosgvardiya,"Z, ☐"
3645,Transport,Ural-4320 'Zvezda-V',Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05779,36.52014",Rosgvardiya,"Z, ☐"
3673,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-26,"Kudriave, Kakhovka raion","46.51226,33.49581",,
3674,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,2022-02-26,"Kudriave, Kakhovka raion","46.51183,33.49591",,Shattered
3675,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-26,"Kudriave, Kakhovka raion","46.51153,33.49599",,Shattered
3678,Engineering,MTO-AG-3M maintenance vehicle,Destroyed,Russia,2022-02-26,"Mykhailivka, Kharkiv raion","50.0592,36.5237",,KUNG
3679,Engineering,MTO-AG-3M maintenance vehicle,Destroyed,Russia,2022-02-26,"Mykhailivka, Kharkiv raion","50.05898,36.52322",,KUNG
3680,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05806,36.52101",,
3681,Transport,Ural Avtozaks,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05806,36.52089",Rosgvardiya,
3682,Transport,KamAZ Avtozaks,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05801,36.52077",Rosgvardiya,
3728,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05771,36.52001",,
3945,Transport,KamAZ 6x6,Captured,Russia,2022-02-26,"Kharkiv raion, Kharkiv oblast",,71st Guards Motor Rifle Division (ex-200th Brigade),Z
3953,Transport,KamAZ 6x6 fuel tanker,Damaged,Russia,2022-02-26,"Kudriave, Kakhovka raion","46.51122,33.49608",,Z
4018,Transport,KamAZ Avtozaks,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05758,36.5197",Rosgvardiya,
4023,Transport,KamAZ Avtozaks,Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05825,36.52142",Rosgvardiya,"Z, ☐"
4024,Transport,KamAZ Avtozaks,Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05831,36.52158",Rosgvardiya,
4025,Transport,KamAZ Avtozaks,Captured,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05836,36.52172",Rosgvardiya,"Z, ☐"
4026,Transport,KamAZ Avtozaks,Captured,Russia,2022-02-26,"Slatyne, Kharkiv raion","50.205743162526666,36.153206807879",Rosgvardiya,"Z, ☐"
4027,Transport,KamAZ Avtozaks,Captured,Russia,2022-02-26,"Hostomel, Bucha raion","50.553170,30.280998",Rosgvardiya,V
4028,Transport,KamAZ 6x6,Captured,Russia,2022-02-26,"Hostomel, Bucha raion","50.553231,30.280735",Rosgvardiya,V
4032,Transport,KamAZ 6x6 with MM-501 armoured module,Captured,Russia,2022-02-26,"Slatyne, Kharkiv raion","50.20573345139601,36.152857831980235",Rosgvardiya,"Z, ☐"
4291,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2022-02-26,"Ivankiv, Vyshhorod raion","50.95101,29.8824",,
4292,Transport,Ural-4320,Destroyed,Russia,2022-02-26,"Bolotnia, Vyshhorod raion","50.95113,29.88188",,
6108,Anti-aircraft systems,9A33BM TELAR (for 9K33M3 'Osa-AKM'),Destroyed,Russia,2022-02-26,"Romny raion, Sumy oblast",,2nd Guards Motor Rifle Division,
6111,Transport,Ural-4320 'Zvezda-V',Destroyed,Russia,2022-02-26,"Mykhailivka, Kharkiv raion","50.05898,36.52308",Rosgvardiya,
6114,Anti-aircraft systems,9A33BM TELAR (for 9K33M3 'Osa-AKM'),Destroyed,Russia,2022-02-26,Kharkiv oblast,,,
6445,Engineering,BAT-2(M) heavy engineering vehicle,Captured,Russia,2022-02-26,"Kharkiv raion, Kharkiv oblast",,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐"
7524,Transport,Ural Avtozaks,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05793,36.52069",Rosgvardiya,
7528,Transport,KamAZ Avtozaks,Destroyed,Russia,2022-02-26,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05795,36.52064",Rosgvardiya,
